"","Database_selected","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","link"
"457","Reactome_2016","Signaling by FGFR2 in disease_Homo sapiens_R-HSA-5655253","2/43",0.2921586,0.9781241,0,0,1.8604651,2.2892249,"POLR2A;POLR2B","http://www.reactome.org/download/index.html"
"458","Reactome_2016","Vasopressin regulates renal water homeostasis via Aquaporins_Homo sapiens_R-HSA-432040","2/43",0.2921586,0.9759884,0,0,1.8604651,2.2892249,"PRKAR2A;RAB11A","http://www.reactome.org/download/index.html"
"1034","WikiPathways_2019_Human","Eukaryotic Transcription Initiation WP405","2/43",0.2921586,1,0,0,1.8604651,2.2892249,"POLR2A;POLR2B","https://www.wikipathways.org/"
"459","Reactome_2016","Negative epigenetic regulation of rRNA expression_Homo sapiens_R-HSA-5250941","3/76",0.2958543,0.9861809,0,0,1.5789474,1.9229815,"H2AFZ;TAF1C;GTF2H5","http://www.reactome.org/download/index.html"
"822","KEGG_2019_Human","TNF signaling pathway","4/110",0.2960697,1,0,0,1.4545455,1.7704152,"AKT2;FADD;TRAF1;MAP2K7","https://www.kegg.jp/"
"460","Reactome_2016","Early Phase of HIV Life Cycle_Homo sapiens_R-HSA-162594","1/14",0.2985217,0.9929091,0,0,2.8571429,3.4540361,"KPNA1","http://www.reactome.org/download/index.html"
"461","Reactome_2016","Regulation of TP53 Activity through Association with Co-factors_Homo sapiens_R-HSA-6804759","1/14",0.2985217,0.9907553,0,0,2.8571429,3.4540361,"AKT2","http://www.reactome.org/download/index.html"
"462","Reactome_2016","Regulation of IFNG signaling_Homo sapiens_R-HSA-877312","1/14",0.2985217,0.9886108,0,0,2.8571429,3.4540361,"SUMO1","http://www.reactome.org/download/index.html"
"463","Reactome_2016","Regulation of necroptotic cell death_Homo sapiens_R-HSA-5675482","1/14",0.2985217,0.9864756,0,0,2.8571429,3.4540361,"FADD","http://www.reactome.org/download/index.html"
"464","Reactome_2016","Methylation_Homo sapiens_R-HSA-156581","1/14",0.2985217,0.9843496,0,0,2.8571429,3.4540361,"GSTO1","http://www.reactome.org/download/index.html"
"465","Reactome_2016","Glutathione synthesis and recycling_Homo sapiens_R-HSA-174403","1/14",0.2985217,0.9822327,0,0,2.8571429,3.4540361,"GGT7","http://www.reactome.org/download/index.html"
"1035","WikiPathways_2019_Human","ERK Pathway in Huntington's Disease WP3853","1/14",0.2985217,1,0,0,2.8571429,3.4540361,"MAP2K7","https://www.wikipathways.org/"
"1036","WikiPathways_2019_Human","H19 action Rb-E2F1 signaling and CDK-Beta-catenin activity WP3969","1/14",0.2985217,1,0,0,2.8571429,3.4540361,"H2AFY","https://www.wikipathways.org/"
"1037","WikiPathways_2019_Human","Hedgehog Signaling Pathway WP4249","2/44",0.3014491,1,0,0,1.8181818,2.1802799,"SMURF1;CSNK1D","https://www.wikipathways.org/"
"1038","WikiPathways_2019_Human","Interleukin-11 Signaling Pathway WP2332","2/44",0.3014491,1,0,0,1.8181818,2.1802799,"RPS6KB1;IL11RA","https://www.wikipathways.org/"
"466","Reactome_2016","RNA polymerase II transcribes snRNA genes_Homo sapiens_R-HSA-6807505","3/77",0.3027057,0.9938622,0,0,1.5584416,1.8623285,"CCNT2;POLR2A;POLR2B","http://www.reactome.org/download/index.html"
"467","Reactome_2016","Influenza Infection_Homo sapiens_R-HSA-168254","5/147",0.3068962,1,0,0,1.3605442,1.6071368,"POM121;POLR2A;POLR2B;NUP98;KPNA1","http://www.reactome.org/download/index.html"
"468","Reactome_2016","RHO GTPase Effectors_Homo sapiens_R-HSA-195258","8/255",0.3072837,1,0,0,1.254902,1.4807642,"NCOA2;AHCTF1;H2AFZ;RHPN1;DVL3;CYBA;NUP98;CLASP2","http://www.reactome.org/download/index.html"
"469","Reactome_2016","Activated TLR4 signalling_Homo sapiens_R-HSA-166054","4/112",0.307339,1,0,0,1.4285714,1.6854342,"LY96;FADD;MAP2K7;NFKB2","http://www.reactome.org/download/index.html"
"823","KEGG_2019_Human","Human T-cell leukemia virus 1 infection","7/219",0.3084993,1,0,0,1.2785388,1.5036072,"VAC14;CRTC2;TRRAP;AKT2;ITGAL;B2M;NFKB2","https://www.kegg.jp/"
"470","Reactome_2016","COPI-mediated anterograde transport_Homo sapiens_R-HSA-6807878","3/78",0.3095644,1,0,0,1.5384615,1.8039832,"COPB1;GOLGB1;ARFGAP2","http://www.reactome.org/download/index.html"
"824","KEGG_2019_Human","Synaptic vesicle cycle","3/78",0.3095644,1,0,0,1.5384615,1.8039832,"ATP6V0E1;ATP6V1E1;AP2A2","https://www.kegg.jp/"
"471","Reactome_2016","RMTs methylate histone arginines_Homo sapiens_R-HSA-3214858","2/45",0.3107185,1,0,0,1.7777778,2.0779875,"PRMT7;H2AFZ","http://www.reactome.org/download/index.html"
"825","KEGG_2019_Human","ABC transporters","2/45",0.3107185,1,0,0,1.7777778,2.0779875,"ABCC1;ABCA5","https://www.kegg.jp/"
"826","KEGG_2019_Human","Basal transcription factors","2/45",0.3107185,1,0,0,1.7777778,2.0779875,"GTF2H5;TAF1","https://www.kegg.jp/"
"1039","WikiPathways_2019_Human","Glycolysis and Gluconeogenesis WP534","2/45",0.3107185,1,0,0,1.7777778,2.0779875,"MDH2;MPC2","https://www.wikipathways.org/"
"1040","WikiPathways_2019_Human","Notch Signaling WP268","2/45",0.3107185,1,0,0,1.7777778,2.0779875,"DVL3;DTX3","https://www.wikipathways.org/"
"1041","WikiPathways_2019_Human","Prostaglandin Synthesis and Regulation WP98","2/45",0.3107185,1,0,0,1.7777778,2.0779875,"S100A6;S100A10","https://www.wikipathways.org/"
"1213","Panther_2016","p53 pathway feedback loops 2_Homo sapiens_P04398","2/45",0.3107185,1,0,0,1.7777778,2.0779875,"AKT2;PIK3R5","http://www.pantherdb.org/pathway/"
"472","Reactome_2016","Metabolism of vitamins and cofactors_Homo sapiens_R-HSA-196854","5/148",0.3117935,1,0,0,1.3513514,1.5748838,"SLC5A6;ABCC1;PPCS;GSTO1;APOE","http://www.reactome.org/download/index.html"
"827","KEGG_2019_Human","Phospholipase D signaling pathway","5/148",0.3117935,1,0,0,1.3513514,1.5748838,"DGKA;AKT2;TSC1;CYTH1;PIK3R5","https://www.kegg.jp/"
"473","Reactome_2016","Depolymerisation of the Nuclear Lamina_Homo sapiens_R-HSA-4419969","1/15",0.3160709,1,0,0,2.6666667,3.0714364,"LEMD2","http://www.reactome.org/download/index.html"
"474","Reactome_2016","WNT5A-dependent internalization of FZD4_Homo sapiens_R-HSA-5099900","1/15",0.3160709,1,0,0,2.6666667,3.0714364,"AP2A2","http://www.reactome.org/download/index.html"
"475","Reactome_2016","Activation of BAD and translocation to mitochondria_Homo sapiens_R-HSA-111447","1/15",0.3160709,1,0,0,2.6666667,3.0714364,"AKT2","http://www.reactome.org/download/index.html"
"476","Reactome_2016","Prolactin receptor signaling_Homo sapiens_R-HSA-1170546","1/15",0.3160709,1,0,0,2.6666667,3.0714364,"RBX1","http://www.reactome.org/download/index.html"
"477","Reactome_2016","Glycogen breakdown (glycogenolysis)_Homo sapiens_R-HSA-70221","1/15",0.3160709,1,0,0,2.6666667,3.0714364,"PHKA2","http://www.reactome.org/download/index.html"
"478","Reactome_2016","Elevation of cytosolic Ca2+ levels_Homo sapiens_R-HSA-139853","1/15",0.3160709,1,0,0,2.6666667,3.0714364,"STIM1","http://www.reactome.org/download/index.html"
"479","Reactome_2016","Recycling of bile acids and salts_Homo sapiens_R-HSA-159418","1/15",0.3160709,1,0,0,2.6666667,3.0714364,"NCOA2","http://www.reactome.org/download/index.html"
"480","Reactome_2016","Synthesis of bile acids and bile salts via 27-hydroxycholesterol_Homo sapiens_R-HSA-193807","1/15",0.3160709,1,0,0,2.6666667,3.0714364,"NCOA2","http://www.reactome.org/download/index.html"
"1042","WikiPathways_2019_Human","Cholesterol Biosynthesis Pathway WP197","1/15",0.3160709,1,0,0,2.6666667,3.0714364,"LSS","https://www.wikipathways.org/"
"1043","WikiPathways_2019_Human","Regulation of sister chromatid separation at the metaphase-anaphase transition WP4240","1/15",0.3160709,1,0,0,2.6666667,3.0714364,"STAG1","https://www.wikipathways.org/"
"1214","Panther_2016","General transcription by RNA polymerase I_Homo sapiens_P00022","1/15",0.3160709,1,0,0,2.6666667,3.0714364,"TAF1C","http://www.pantherdb.org/pathway/"
"828","KEGG_2019_Human","RNA degradation","3/79",0.316428,1,0,0,1.5189873,1.7478373,"HSPA9;PAN2;PABPC1L","https://www.kegg.jp/"
"481","Reactome_2016","RHO GTPases Activate Formins_Homo sapiens_R-HSA-5663220","4/114",0.3186511,1,0,0,1.4035088,1.6051346,"AHCTF1;DVL3;NUP98;CLASP2","http://www.reactome.org/download/index.html"
"482","Reactome_2016","DNA Damage Bypass_Homo sapiens_R-HSA-73893","2/46",0.3199619,1,0,0,1.7391304,1.9818318,"UFD1L;RBX1","http://www.reactome.org/download/index.html"
"483","Reactome_2016","Epigenetic regulation of gene expression_Homo sapiens_R-HSA-212165","4/115",0.3243199,1,0,0,1.3913043,1.5666435,"MTA1;H2AFZ;TAF1C;GTF2H5","http://www.reactome.org/download/index.html"
"484","Reactome_2016","Translation_Homo sapiens_R-HSA-72766","5/151",0.326545,1,0,0,1.3245033,1.4823674,"SEC61A2;EIF3I;EIF3G;SRP14;EIF3B","http://www.reactome.org/download/index.html"
"1044","WikiPathways_2019_Human","Integrated Breast Cancer Pathway WP1984","5/151",0.326545,1,0,0,1.3245033,1.4823674,"UBE2F;TSC1;CSNK1D;FADD;ZNF655","https://www.wikipathways.org/"
"829","KEGG_2019_Human","Hedgehog signaling pathway","2/47",0.3291749,1,0,0,1.7021277,1.8913463,"SMURF1;CSNK1D","https://www.kegg.jp/"
"830","KEGG_2019_Human","Nucleotide excision repair","2/47",0.3291749,1,0,0,1.7021277,1.8913463,"GTF2H5;RBX1","https://www.kegg.jp/"
"485","Reactome_2016","RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription_Homo sapiens_R-HSA-504046","4/116",0.3299952,1,0,0,1.3793103,1.5292097,"MTA1;H2AFZ;TAF1C;GTF2H5","http://www.reactome.org/download/index.html"
"1215","Panther_2016","Inflammation mediated by chemokine and cytokine signaling pathway_Homo sapiens_P00031","6/188",0.3306143,1,0,0,1.2765957,1.4129398,"CCR1;NFAT5;AKT2;ALOX5AP;ITGAL;NFKB2","http://www.pantherdb.org/pathway/"
"831","KEGG_2019_Human","Phagosome","5/152",0.3314791,1,0,0,1.3157895,1.4528823,"SEC61A2;PIKFYVE;ATP6V0E1;CYBA;ATP6V1E1","https://www.kegg.jp/"
"486","Reactome_2016","Synthesis of glycosylphosphatidylinositol (GPI)_Homo sapiens_R-HSA-162710","1/16",0.333182,1,0,0,2.5,2.7476663,"PIGL","http://www.reactome.org/download/index.html"
"487","Reactome_2016","TRAF6 mediated induction of TAK1 complex_Homo sapiens_R-HSA-937072","1/16",0.333182,1,0,0,2.5,2.7476663,"LY96","http://www.reactome.org/download/index.html"
"488","Reactome_2016","JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1_Homo sapiens_R-HSA-450321","1/16",0.333182,1,0,0,2.5,2.7476663,"MAP2K7","http://www.reactome.org/download/index.html"
"489","Reactome_2016","Regulated Necrosis_Homo sapiens_R-HSA-5218859","1/16",0.333182,1,0,0,2.5,2.7476663,"FADD","http://www.reactome.org/download/index.html"
"490","Reactome_2016","RIPK1-mediated regulated necrosis_Homo sapiens_R-HSA-5213460","1/16",0.333182,1,0,0,2.5,2.7476663,"FADD","http://www.reactome.org/download/index.html"
"491","Reactome_2016","Rap1 signalling_Homo sapiens_R-HSA-392517","1/16",0.333182,1,0,0,2.5,2.7476663,"RASGRP2","http://www.reactome.org/download/index.html"
"492","Reactome_2016","PKA activation_Homo sapiens_R-HSA-163615","1/16",0.333182,1,0,0,2.5,2.7476663,"PRKAR2A","http://www.reactome.org/download/index.html"
"493","Reactome_2016","TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)_Homo sapiens_R-HSA-2173791","1/16",0.333182,1,0,0,2.5,2.7476663,"SMURF1","http://www.reactome.org/download/index.html"
"1045","WikiPathways_2019_Human","Metabolic pathway of LDL, HDL and TG, including diseases WP4522","1/16",0.333182,1,0,0,2.5,2.7476663,"APOE","https://www.wikipathways.org/"
"1046","WikiPathways_2019_Human","SREBF and miR33 in cholesterol and lipid homeostasis WP2011","1/16",0.333182,1,0,0,2.5,2.7476663,"MED15","https://www.wikipathways.org/"
"1216","Panther_2016","Cell cycle_Homo sapiens_P00013","1/16",0.333182,1,0,0,2.5,2.7476663,"PSMD14","http://www.pantherdb.org/pathway/"
"1217","Panther_2016","5HT3 type receptor mediated signaling pathway_Homo sapiens_P04375","1/16",0.333182,1,0,0,2.5,2.7476663,"VAMP1","http://www.pantherdb.org/pathway/"
"1218","Panther_2016","5HT4 type receptor mediated signaling pathway_Homo sapiens_P04376","1/16",0.333182,1,0,0,2.5,2.7476663,"VAMP1","http://www.pantherdb.org/pathway/"
"1047","WikiPathways_2019_Human","Signaling Pathways in Glioblastoma WP2261","3/82",0.3370254,1,0,0,1.4634146,1.5916055,"AKT2;TSC1;MAP2K7","https://www.wikipathways.org/"
"494","Reactome_2016","Hexose transport_Homo sapiens_R-HSA-189200","2/48",0.3383533,1,0,0,1.6666667,1.8061078,"POM121;NUP98","http://www.reactome.org/download/index.html"
"495","Reactome_2016","Death Receptor Signalling_Homo sapiens_R-HSA-73887","2/48",0.3383533,1,0,0,1.6666667,1.8061078,"FADD;TRAF1","http://www.reactome.org/download/index.html"
"496","Reactome_2016","G beta:gamma signalling through PI3Kgamma_Homo sapiens_R-HSA-392451","2/48",0.3383533,1,0,0,1.6666667,1.8061078,"AKT2;PIK3R5","http://www.reactome.org/download/index.html"
"497","Reactome_2016","Pyruvate metabolism and Citric Acid (TCA) cycle_Homo sapiens_R-HSA-71406","2/48",0.3383533,1,0,0,1.6666667,1.8061078,"MDH2;MPC2","http://www.reactome.org/download/index.html"
"832","KEGG_2019_Human","Endocrine and other factor-regulated calcium reabsorption","2/48",0.3383533,1,0,0,1.6666667,1.8061078,"AP2A2;RAB11A","https://www.kegg.jp/"
"833","KEGG_2019_Human","Notch signaling pathway","2/48",0.3383533,1,0,0,1.6666667,1.8061078,"DVL3;DTX3","https://www.kegg.jp/"
"1048","WikiPathways_2019_Human","Rett syndrome causing genes WP4312","2/48",0.3383533,1,0,0,1.6666667,1.8061078,"KDM5B;TRRAP","https://www.wikipathways.org/"
"1049","WikiPathways_2019_Human","Alzheimers Disease WP2059","3/83",0.3438861,1,0,0,1.4457831,1.5432936,"CHP1;FADD;APOE","https://www.wikipathways.org/"
"498","Reactome_2016","Retrograde transport at the Trans-Golgi-Network_Homo sapiens_R-HSA-6811440","2/49",0.347493,1,0,0,1.6326531,1.725732,"VPS54;NAA38","http://www.reactome.org/download/index.html"
"499","Reactome_2016","Hyaluronan metabolism_Homo sapiens_R-HSA-2142845","1/17",0.3498657,1,0,0,2.3529412,2.4710726,"CHP1","http://www.reactome.org/download/index.html"
"500","Reactome_2016","Trafficking of GluR2-containing AMPA receptors_Homo sapiens_R-HSA-416993","1/17",0.3498657,1,0,0,2.3529412,2.4710726,"AP2A2","http://www.reactome.org/download/index.html"
"501","Reactome_2016","N-glycan trimming in the ER and Calnexin/Calreticulin cycle_Homo sapiens_R-HSA-532668","1/17",0.3498657,1,0,0,2.3529412,2.4710726,"MOGS","http://www.reactome.org/download/index.html"
"502","Reactome_2016","PKA-mediated phosphorylation of CREB_Homo sapiens_R-HSA-111931","1/17",0.3498657,1,0,0,2.3529412,2.4710726,"PRKAR2A","http://www.reactome.org/download/index.html"
"503","Reactome_2016","PKA activation in glucagon signalling_Homo sapiens_R-HSA-164378","1/17",0.3498657,1,0,0,2.3529412,2.4710726,"PRKAR2A","http://www.reactome.org/download/index.html"
"504","Reactome_2016","Chylomicron-mediated lipid transport_Homo sapiens_R-HSA-174800","1/17",0.3498657,1,0,0,2.3529412,2.4710726,"APOE","http://www.reactome.org/download/index.html"
"1050","WikiPathways_2019_Human","Cells and Molecules involved in local acute inflammatory response  WP4493","1/17",0.3498657,1,0,0,2.3529412,2.4710726,"ITGAL","https://www.wikipathways.org/"
"1051","WikiPathways_2019_Human","Regulation of Wnt/B-catenin Signaling by Small Molecule Compounds WP3664","1/17",0.3498657,1,0,0,2.3529412,2.4710726,"TNKS","https://www.wikipathways.org/"
"1219","Panther_2016","Enkephalin release_Homo sapiens_P05913","1/17",0.3498657,1,0,0,2.3529412,2.4710726,"PRKAR2A","http://www.pantherdb.org/pathway/"
"1052","WikiPathways_2019_Human","Viral Acute Myocarditis WP4298","3/84",0.3507408,1,0,0,1.4285714,1.4967254,"PYCARD;ITGAL;NFKB2","https://www.wikipathways.org/"
"505","Reactome_2016","Metabolism of non-coding RNA_Homo sapiens_R-HSA-194441","2/50",0.3565902,1,0,0,1.6,1.6498691,"POM121;NUP98","http://www.reactome.org/download/index.html"
"506","Reactome_2016","snRNP Assembly_Homo sapiens_R-HSA-191859","2/50",0.3565902,1,0,0,1.6,1.6498691,"POM121;NUP98","http://www.reactome.org/download/index.html"
"834","KEGG_2019_Human","N-Glycan biosynthesis","2/50",0.3565902,1,0,0,1.6,1.6498691,"ALG13;MOGS","https://www.kegg.jp/"
"1053","WikiPathways_2019_Human","Vitamin B12 Metabolism WP1533","2/50",0.3565902,1,0,0,1.6,1.6498691,"APOE;NFKB2","https://www.wikipathways.org/"
"507","Reactome_2016","Meiosis_Homo sapiens_R-HSA-1500620","3/85",0.3575875,1,0,0,1.4117647,1.4518239,"DIDO1;STAG1;H2AFZ","http://www.reactome.org/download/index.html"
"835","KEGG_2019_Human","ErbB signaling pathway","3/85",0.3575875,1,0,0,1.4117647,1.4518239,"RPS6KB1;AKT2;MAP2K7","https://www.kegg.jp/"
"508","Reactome_2016","Toll Like Receptor 4 (TLR4) Cascade_Homo sapiens_R-HSA-166016","4/122",0.3641152,1,0,0,1.3114754,1.3249639,"LY96;FADD;MAP2K7;NFKB2","http://www.reactome.org/download/index.html"
"509","Reactome_2016","Rho GTPase cycle_Homo sapiens_R-HSA-194840","4/122",0.3641152,1,0,0,1.3114754,1.3249639,"RHOT2;HMHA1;MYO9B;ARHGEF7","http://www.reactome.org/download/index.html"
"510","Reactome_2016","Unfolded Protein Response (UPR)_Homo sapiens_R-HSA-381119","3/86",0.3644241,1,0,0,1.3953488,1.4085166,"SEC61A2;TSPYL2;C19ORF10","http://www.reactome.org/download/index.html"
"1054","WikiPathways_2019_Human","ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336","3/86",0.3644241,1,0,0,1.3953488,1.4085166,"PORCN;RYK;DVL3","https://www.wikipathways.org/"
"511","Reactome_2016","G-protein beta:gamma signalling_Homo sapiens_R-HSA-397795","2/51",0.3656413,1,0,0,1.5686275,1.5782,"AKT2;PIK3R5","http://www.reactome.org/download/index.html"
"512","Reactome_2016","Aquaporin-mediated transport_Homo sapiens_R-HSA-445717","2/51",0.3656413,1,0,0,1.5686275,1.5782,"PRKAR2A;RAB11A","http://www.reactome.org/download/index.html"
"513","Reactome_2016","Ion homeostasis_Homo sapiens_R-HSA-5578775","2/51",0.3656413,1,0,0,1.5686275,1.5782,"STIM1;DMPK","http://www.reactome.org/download/index.html"
"836","KEGG_2019_Human","Mineral absorption","2/51",0.3656413,1,0,0,1.5686275,1.5782,"SLC11A2;TRPM7","https://www.kegg.jp/"
"514","Reactome_2016","Signaling by cytosolic FGFR1 fusion mutants_Homo sapiens_R-HSA-1839117","1/18",0.3661329,1,0,0,2.2222222,2.2327977,"FGFR1OP","http://www.reactome.org/download/index.html"
"515","Reactome_2016","Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon_Homo sapiens_R-HSA-936964","1/18",0.3661329,1,0,0,2.2222222,2.2327977,"LY96","http://www.reactome.org/download/index.html"
"1055","WikiPathways_2019_Human","4-hydroxytamoxifen, Dexamethasone, and Retinoic Acids Regulation of p27 Expression WP3879","1/18",0.3661329,1,0,0,2.2222222,2.2327977,"TSC1","https://www.wikipathways.org/"
"1056","WikiPathways_2019_Human","Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells WP4301","1/18",0.3661329,1,0,0,2.2222222,2.2327977,"HNRNPH1","https://www.wikipathways.org/"
"1057","WikiPathways_2019_Human","TCA Cycle (aka Krebs or citric acid cycle) WP78","1/18",0.3661329,1,0,0,2.2222222,2.2327977,"MDH2","https://www.wikipathways.org/"
"1058","WikiPathways_2019_Human","Transcription co-factors SKI and SKIL protein partners WP4533","1/18",0.3661329,1,0,0,2.2222222,2.2327977,"LATS1","https://www.wikipathways.org/"
"1220","Panther_2016","Opioid prodynorphin pathway_Homo sapiens_P05916","1/18",0.3661329,1,0,0,2.2222222,2.2327977,"VAMP1","http://www.pantherdb.org/pathway/"
"1221","Panther_2016","Opioid proenkephalin pathway_Homo sapiens_P05915","1/18",0.3661329,1,0,0,2.2222222,2.2327977,"VAMP1","http://www.pantherdb.org/pathway/"
"1222","Panther_2016","Opioid proopiomelanocortin pathway_Homo sapiens_P05917","1/18",0.3661329,1,0,0,2.2222222,2.2327977,"VAMP1","http://www.pantherdb.org/pathway/"
"516","Reactome_2016","mRNA Splicing - Minor Pathway_Homo sapiens_R-HSA-72165","2/52",0.374643,1,0,0,1.5384615,1.5104335,"POLR2A;POLR2B","http://www.reactome.org/download/index.html"
"1223","Panther_2016","Dopamine receptor mediated signaling pathway_Homo sapiens_P05912","2/52",0.374643,1,0,0,1.5384615,1.5104335,"PRKAR2A;VAMP1","http://www.pantherdb.org/pathway/"
"837","KEGG_2019_Human","Platelet activation","4/124",0.3754846,1,0,0,1.2903226,1.2639197,"STIM1;AKT2;RASGRP2;PIK3R5","https://www.kegg.jp/"
"517","Reactome_2016","Translesion Synthesis by POLH_Homo sapiens_R-HSA-110320","1/19",0.3819938,1,0,0,2.1052632,2.0260019,"UFD1L","http://www.reactome.org/download/index.html"
"518","Reactome_2016","Ephrin signaling_Homo sapiens_R-HSA-3928664","1/19",0.3819938,1,0,0,2.1052632,2.0260019,"ARHGEF7","http://www.reactome.org/download/index.html"
"519","Reactome_2016","Scavenging by Class A Receptors_Homo sapiens_R-HSA-3000480","1/19",0.3819938,1,0,0,2.1052632,2.0260019,"APOE","http://www.reactome.org/download/index.html"
"520","Reactome_2016","HDL-mediated lipid transport_Homo sapiens_R-HSA-194223","1/19",0.3819938,1,0,0,2.1052632,2.0260019,"APOE","http://www.reactome.org/download/index.html"
"521","Reactome_2016","Citric acid cycle (TCA cycle)_Homo sapiens_R-HSA-71403","1/19",0.3819938,1,0,0,2.1052632,2.0260019,"MDH2","http://www.reactome.org/download/index.html"
"838","KEGG_2019_Human","Glycosaminoglycan degradation","1/19",0.3819938,1,0,0,2.1052632,2.0260019,"HGSNAT","https://www.kegg.jp/"
"839","KEGG_2019_Human","Pantothenate and CoA biosynthesis","1/19",0.3819938,1,0,0,2.1052632,2.0260019,"PPCS","https://www.kegg.jp/"
"840","KEGG_2019_Human","Steroid biosynthesis","1/19",0.3819938,1,0,0,2.1052632,2.0260019,"LSS","https://www.kegg.jp/"
"1059","WikiPathways_2019_Human","Apoptosis Modulation by HSP70 WP384","1/19",0.3819938,1,0,0,2.1052632,2.0260019,"FADD","https://www.wikipathways.org/"
"1060","WikiPathways_2019_Human","Nucleotide Metabolism WP404","1/19",0.3819938,1,0,0,2.1052632,2.0260019,"OAZ1","https://www.wikipathways.org/"
"1061","WikiPathways_2019_Human","Overview of nanoparticle effects WP3287","1/19",0.3819938,1,0,0,2.1052632,2.0260019,"NFRKB","https://www.wikipathways.org/"
"1062","WikiPathways_2019_Human","TP53 Network WP1742","1/19",0.3819938,1,0,0,2.1052632,2.0260019,"SUMO1","https://www.wikipathways.org/"
"522","Reactome_2016","GPVI-mediated activation cascade_Homo sapiens_R-HSA-114604","2/53",0.383592,1,0,0,1.509434,1.446303,"AKT2;PIK3R5","http://www.reactome.org/download/index.html"
"523","Reactome_2016","Arachidonic acid metabolism_Homo sapiens_R-HSA-2142753","2/53",0.383592,1,0,0,1.509434,1.446303,"ABCC1;ALOX5AP","http://www.reactome.org/download/index.html"
"524","Reactome_2016","Activation of anterior HOX genes in hindbrain development during early embryogenesis_Homo sapiens_R-HSA-5617472","3/89",0.3848553,1,0,0,1.3483146,1.2874892,"POLR2A;H2AFZ;POLR2B","http://www.reactome.org/download/index.html"
"525","Reactome_2016","Activation of HOX genes during differentiation_Homo sapiens_R-HSA-5619507","3/89",0.3848553,1,0,0,1.3483146,1.2874892,"POLR2A;H2AFZ;POLR2B","http://www.reactome.org/download/index.html"
"841","KEGG_2019_Human","TGF-beta signaling pathway","3/90",0.3916334,1,0,0,1.3333333,1.2499053,"RPS6KB1;SMURF1;RBX1","https://www.kegg.jp/"
"1063","WikiPathways_2019_Human","Androgen receptor signaling pathway WP138","3/90",0.3916334,1,0,0,1.3333333,1.2499053,"NCOA2;SUMO1;BAG1","https://www.wikipathways.org/"
"1064","WikiPathways_2019_Human","IL-4 Signaling Pathway WP395","2/54",0.3924855,1,0,0,1.4814815,1.3855641,"RPS6KB1;INPP5D","https://www.wikipathways.org/"
"1224","Panther_2016","Metabotropic glutamate receptor group III pathway_Homo sapiens_P00039","2/54",0.3924855,1,0,0,1.4814815,1.3855641,"PRKAR2A;VAMP1","http://www.pantherdb.org/pathway/"
"842","KEGG_2019_Human","Osteoclast differentiation","4/127",0.3925027,1,0,0,1.2598425,1.1782196,"AKT2;CYBA;MAP2K7;NFKB2","https://www.kegg.jp/"
"1225","Panther_2016","Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway_Homo sapiens_P00026","4/127",0.3925027,1,0,0,1.2598425,1.1782196,"PRKAR2A;RGS10;PHKA2;GTF2H5","http://www.pantherdb.org/pathway/"
"526","Reactome_2016","Gastrin-CREB signalling pathway via PKC and MAPK_Homo sapiens_R-HSA-881907","12/432",0.3962579,1,0,0,1.1111111,1.0285445,"PSMD8;PSMA6;PSMB4;PSMA4;PSMD14;PSMA2;PSMB3;DGKA;PSMB1;RASGRP2;PSMA7;RBX1","http://www.reactome.org/download/index.html"
"527","Reactome_2016","Regulation of gene expression in beta cells_Homo sapiens_R-HSA-210745","1/20",0.3974586,1,0,0,2,1.8453289,"AKT2","http://www.reactome.org/download/index.html"
"528","Reactome_2016","IL-6-type cytokine receptor ligand interactions_Homo sapiens_R-HSA-6788467","1/20",0.3974586,1,0,0,2,1.8453289,"IL11RA","http://www.reactome.org/download/index.html"
"529","Reactome_2016","Signaling by Hippo_Homo sapiens_R-HSA-2028269","1/20",0.3974586,1,0,0,2,1.8453289,"LATS1","http://www.reactome.org/download/index.html"
"843","KEGG_2019_Human","One carbon pool by folate","1/20",0.3974586,1,0,0,2,1.8453289,"AMT","https://www.kegg.jp/"
"1065","WikiPathways_2019_Human","Hereditary leiomyomatosis and renal cell carcinoma pathway WP4206","1/20",0.3974586,1,0,0,2,1.8453289,"SLC11A2","https://www.wikipathways.org/"
"1066","WikiPathways_2019_Human","Nanomaterial induced apoptosis WP2507","1/20",0.3974586,1,0,0,2,1.8453289,"FADD","https://www.wikipathways.org/"
"530","Reactome_2016","Influenza Viral RNA Transcription and Replication_Homo sapiens_R-HSA-168273","4/128",0.3981614,1,0,0,1.25,1.1511224,"POM121;POLR2A;POLR2B;NUP98","http://www.reactome.org/download/index.html"
"844","KEGG_2019_Human","Fc gamma R-mediated phagocytosis","3/91",0.3983926,1,0,0,1.3186813,1.2136053,"RPS6KB1;AKT2;INPP5D","https://www.kegg.jp/"
